"affiliation_id","reference_doctor_id","facility_id","department","designation","employment_type","status","start_date","end_date","verification_status","source_type"
"AFF-001710","REF-KA-001037","FAC-RJ-0229","Department of Obstetrics","Head of Department","CONSULTANT","CURRENT","2015-12-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001711","REF-MH-001038","FAC-PB-0276","Department of Emergency Medicine","Consultant","PART_TIME","CURRENT","2012-06-14","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001712","REF-PY-001039","FAC-HR-0309","Department of Radiology","Junior Resident","RESIDENT","CURRENT","2012-03-05","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001713","REF-PY-001039","FAC-HP-0467","Department of Neurosurgery","Consultant","PART_TIME","CURRENT","2016-05-27","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001714","REF-PY-001039","FAC-UP-0257","Department of Pediatrics","Medical Officer","RESIDENT","ENDED","2007-07-22","2015-10-11","PENDING","SYNTHETIC_REFERENCE"
"AFF-001715","REF-KER-001040","FAC-RJ-0245","Department of Dermatology","Consultant","RESIDENT","CURRENT","2014-10-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001716","REF-JK-001041","FAC-MP-0340","Department of Surgery","Head of Department","CONSULTANT","CURRENT","2008-05-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001717","REF-JK-001041","FAC-AP-0154","Department of Psychiatry","Senior Resident","VISITING_CONSULTANT","ENDED","2021-01-12","2025-03-06","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001718","REF-TN-001042","FAC-CG-0494","Department of Neurology","Consultant","CONSULTANT","CURRENT","2004-12-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001719","REF-RJ-001043","FAC-BR-0387","Department of Endocrinology","Medical Officer","CONSULTANT","CURRENT","2001-11-10","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001720","REF-RJ-001043","FAC-MH-0081","Department of ENT","Resident Physician","CONSULTANT","CURRENT","2019-04-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001721","REF-UP-001044","FAC-PB-0293","Department of Oncology","Junior Resident","VISITING_CONSULTANT","CURRENT","2009-08-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001722","REF-TN-001045","FAC-JH-0414","Department of Medicine","Registrar","FULL_TIME","CURRENT","2015-07-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001723","REF-TN-001045","FAC-WB-0177","Department of Neurosurgery","Head of Department","RESIDENT","CURRENT","2008-05-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001724","REF-ML-001046","FAC-RJ-0243","Department of Orthopedics","Senior Consultant","VISITING_CONSULTANT","CURRENT","2003-03-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001725","REF-ML-001046","FAC-WB-0200","Department of Neurology","Associate Consultant","VISITING_CONSULTANT","ENDED","2007-10-05","2010-11-21","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001726","REF-PB-001048","FAC-GJ-0225","Department of Radiology","Medical Officer","PART_TIME","CURRENT","2011-03-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001727","REF-PB-001048","FAC-GJ-0213","Department of Endocrinology","Registrar","VISITING_CONSULTANT","CURRENT","2014-01-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001728","REF-BR-001049","FAC-HR-0318","Department of Anesthesiology","Consultant","FULL_TIME","ENDED","2011-12-25","2014-12-12","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001729","REF-BR-001049","FAC-OD-0365","Department of Gastroenterology","Senior Resident","PART_TIME","CURRENT","2014-12-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001730","REF-PB-001050","FAC-MH-0089","Department of Neurology","Consultant","FULL_TIME","ENDED","2022-10-27","2028-08-07","PENDING","SYNTHETIC_REFERENCE"
"AFF-001731","REF-PB-001050","FAC-KER-0023","Department of Radiology","Senior Consultant","FULL_TIME","ENDED","2008-01-08","2009-12-11","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001732","REF-PB-001050","FAC-WB-0184","Department of Orthopedics","Associate Consultant","PART_TIME","CURRENT","2010-07-17","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001733","REF-DL-001051","FAC-WB-0184","Department of Oncology","Senior Consultant","CONSULTANT","CURRENT","2001-05-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001734","REF-KA-001052","FAC-WB-0197","Department of Neurology","Head of Department","FULL_TIME","ENDED","2000-09-11","2002-03-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001735","REF-WB-001053","FAC-AS-0443","Department of Dermatology","Associate Consultant","RESIDENT","ENDED","2015-10-23","2022-08-22","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001736","REF-WB-001053","FAC-KA-0052","Department of Pediatrics","Head of Department","FULL_TIME","CURRENT","2017-08-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001737","REF-DL-001054","FAC-TN-0030","Department of Oncology","Medical Officer","CONSULTANT","CURRENT","2022-07-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001738","REF-TN-001055","FAC-OD-0368","Department of Orthopedics","Senior Consultant","CONSULTANT","CURRENT","2008-10-30","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001739","REF-TN-001055","FAC-KER-0011","Department of Surgery","Senior Resident","PART_TIME","CURRENT","2013-09-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001740","REF-KA-001056","FAC-AP-0175","Department of Pediatrics","Junior Resident","FULL_TIME","CURRENT","2020-10-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001741","REF-KA-001056","FAC-CG-0488","Department of Neurosurgery","Senior Resident","FULL_TIME","ENDED","2012-05-08","2013-10-30","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001742","REF-KA-001056","FAC-CG-0484","Department of Dermatology","Registrar","CONSULTANT","ENDED","2014-01-30","2019-05-30","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001743","REF-TN-001057","FAC-WB-0196","Department of Pulmonology","Junior Resident","RESIDENT","CURRENT","2011-05-30","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001744","REF-TN-001057","FAC-AS-0439","Department of Orthopedics","Resident Physician","FULL_TIME","ENDED","2013-09-06","2014-04-08","PENDING","SYNTHETIC_REFERENCE"
"AFF-001745","REF-KER-001058","FAC-CG-0479","Department of Pediatrics","Consultant","FULL_TIME","ENDED","2019-11-24","2023-05-04","PENDING","SYNTHETIC_REFERENCE"
"AFF-001746","REF-KER-001058","FAC-UP-0262","Department of Neurology","Head of Department","VISITING_CONSULTANT","CURRENT","2021-04-17","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001747","REF-TN-001059","FAC-JH-0416","Department of Orthopedics","Junior Consultant","PART_TIME","CURRENT","2010-01-01","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001748","REF-TN-001059","FAC-GJ-0219","Department of Pediatrics","Associate Consultant","PART_TIME","ENDED","2012-01-18","2016-03-26","PENDING","SYNTHETIC_REFERENCE"
"AFF-001749","REF-TN-001059","FAC-WB-0176","Department of Endocrinology","Consultant","VISITING_CONSULTANT","CURRENT","2016-07-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001750","REF-RJ-001060","FAC-GJ-0216","Department of Surgery","Consultant","CONSULTANT","CURRENT","2002-04-06","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001751","REF-RJ-001060","FAC-HP-0455","Department of Cardiology","Registrar","VISITING_CONSULTANT","ENDED","2005-07-01","2011-12-06","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001752","REF-DL-001061","FAC-MH-0084","Department of Emergency Medicine","Head of Department","VISITING_CONSULTANT","ENDED","2009-08-27","2017-02-28","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001753","REF-DL-001061","FAC-CG-0491","Department of Anesthesiology","Medical Officer","VISITING_CONSULTANT","CURRENT","2002-07-08","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001754","REF-DL-001061","FAC-CG-0497","Department of Obstetrics","Junior Resident","RESIDENT","CURRENT","2014-05-10","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001755","REF-MH-001062","FAC-WB-0178","Department of Surgery","Medical Officer","VISITING_CONSULTANT","CURRENT","2022-07-31","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001756","REF-MH-001062","FAC-UP-0256","Department of ENT","Head of Department","VISITING_CONSULTANT","CURRENT","2009-07-05","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001757","REF-RJ-001063","FAC-CG-0476","Department of Neurosurgery","Medical Officer","PART_TIME","ENDED","2022-01-12","2023-02-18","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001758","REF-RJ-001063","FAC-PB-0276","Department of Dermatology","Resident Physician","VISITING_CONSULTANT","CURRENT","2014-05-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001759","REF-DL-001064","FAC-MP-0342","Department of Cardiology","Medical Officer","PART_TIME","CURRENT","2016-06-15","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001760","REF-DL-001064","FAC-HP-0464","Department of Radiology","Consultant","VISITING_CONSULTANT","ENDED","2007-12-09","2015-05-04","PENDING","SYNTHETIC_REFERENCE"
"AFF-001761","REF-DL-001064","FAC-CG-0487","Department of ENT","Resident Physician","CONSULTANT","CURRENT","2002-12-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001762","REF-TN-001065","FAC-JH-0415","Department of Obstetrics","Junior Consultant","CONSULTANT","ENDED","2021-11-07","2029-10-03","PENDING","SYNTHETIC_REFERENCE"
"AFF-001763","REF-ML-001066","FAC-KER-0025","Department of Pediatrics","Senior Resident","CONSULTANT","CURRENT","2015-07-09","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001764","REF-ML-001066","FAC-OD-0371","Department of Cardiology","Head of Department","RESIDENT","CURRENT","2010-06-13","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001765","REF-KER-001067","FAC-KER-0020","Department of Pulmonology","Associate Consultant","RESIDENT","CURRENT","2021-07-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001766","REF-KER-001067","FAC-GJ-0215","Department of Emergency Medicine","Registrar","RESIDENT","ENDED","2019-06-25","2027-10-08","PENDING","SYNTHETIC_REFERENCE"
"AFF-001767","REF-KA-001069","FAC-KA-0060","Department of Emergency Medicine","Junior Resident","RESIDENT","ENDED","2000-06-24","2007-10-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001768","REF-KA-001069","FAC-WB-0197","Department of Cardiology","Consultant","CONSULTANT","ENDED","2008-05-19","2015-01-18","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001769","REF-TG-001070","FAC-AS-0443","Department of Endocrinology","Senior Consultant","FULL_TIME","CURRENT","2019-04-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001770","REF-TG-001070","FAC-WB-0185","Department of Medicine","Junior Consultant","RESIDENT","CURRENT","2014-06-07","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001771","REF-DL-001071","FAC-DL-0102","Department of Neurology","Junior Consultant","CONSULTANT","ENDED","2006-01-14","2012-02-26","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001772","REF-DL-001071","FAC-GJ-0209","Department of Oncology","Consultant","RESIDENT","CURRENT","2005-05-21","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001773","REF-RJ-001073","FAC-AP-0164","Department of Gastroenterology","Medical Officer","CONSULTANT","CURRENT","2014-03-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001774","REF-RJ-001073","FAC-JH-0409","Department of Dermatology","Junior Resident","RESIDENT","CURRENT","2007-08-10","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001775","REF-RJ-001073","FAC-GJ-0214","Department of Neurosurgery","Registrar","RESIDENT","CURRENT","2015-05-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001776","REF-TN-001074","FAC-DL-0124","Department of Pediatrics","Senior Consultant","FULL_TIME","ENDED","2015-09-08","2022-03-05","PENDING","SYNTHETIC_REFERENCE"
"AFF-001777","REF-TN-001074","FAC-OD-0360","Department of Ophthalmology","Head of Department","RESIDENT","CURRENT","2011-01-07","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001778","REF-TN-001074","FAC-TG-0149","Department of Surgery","Consultant","RESIDENT","CURRENT","2015-08-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001779","REF-MH-001075","FAC-TG-0149","Department of Obstetrics","Medical Officer","RESIDENT","ENDED","2008-05-12","2013-10-17","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001780","REF-MH-001075","FAC-MH-0084","Department of Oncology","Head of Department","CONSULTANT","ENDED","2012-12-10","2013-12-17","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001781","REF-RJ-001076","FAC-AS-0428","Department of Oncology","Associate Consultant","PART_TIME","CURRENT","2003-12-28","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001782","REF-RJ-001076","FAC-RJ-0243","Department of Nephrology","Head of Department","FULL_TIME","CURRENT","2005-05-07","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001783","REF-GA-001077","FAC-TG-0146","Department of Surgery","Associate Consultant","FULL_TIME","ENDED","2022-01-16","2024-12-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001784","REF-TN-001078","FAC-UP-0256","Department of Nephrology","Senior Resident","VISITING_CONSULTANT","ENDED","2011-09-27","2013-05-31","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001785","REF-WB-001079","FAC-HR-0315","Department of Dermatology","Medical Officer","FULL_TIME","CURRENT","2000-04-04","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001786","REF-JK-001080","FAC-TN-0032","Department of Cardiology","Senior Consultant","FULL_TIME","CURRENT","2002-08-24","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001787","REF-JK-001080","FAC-OD-0352","Department of Dermatology","Consultant","PART_TIME","ENDED","2000-10-28","2004-03-06","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001788","REF-MH-001081","FAC-TN-0041","Department of Anesthesiology","Junior Consultant","FULL_TIME","CURRENT","2015-12-08","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001789","REF-KER-001083","FAC-PB-0286","Department of Neurosurgery","Registrar","FULL_TIME","CURRENT","2022-01-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001790","REF-KER-001083","FAC-TG-0137","Department of Nephrology","Junior Consultant","VISITING_CONSULTANT","ENDED","2012-12-17","2017-01-25","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001791","REF-UK-001084","FAC-UP-0266","Department of Radiology","Junior Resident","VISITING_CONSULTANT","CURRENT","2004-06-04","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001792","REF-KA-001085","FAC-OD-0353","Department of Pediatrics","Junior Consultant","RESIDENT","ENDED","2014-09-22","2022-03-07","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001793","REF-KA-001085","FAC-AP-0159","Department of Anesthesiology","Senior Consultant","CONSULTANT","CURRENT","2020-09-11","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001794","REF-KA-001087","FAC-OD-0353","Department of Orthopedics","Registrar","FULL_TIME","CURRENT","2000-09-01","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001795","REF-UP-001088","FAC-JH-0404","Department of Oncology","Junior Consultant","PART_TIME","ENDED","2016-11-10","2021-04-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001796","REF-UP-001088","FAC-PB-0291","Department of Anesthesiology","Medical Officer","CONSULTANT","CURRENT","2003-02-28","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001797","REF-UP-001088","FAC-GJ-0207","Department of Anesthesiology","Registrar","CONSULTANT","CURRENT","2007-01-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001798","REF-KA-001089","FAC-RJ-0235","Department of Oncology","Senior Consultant","CONSULTANT","ENDED","2019-01-13","2027-05-01","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001799","REF-RJ-001090","FAC-WB-0182","Department of Radiology","Resident Physician","CONSULTANT","ENDED","2016-08-25","2026-07-24","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001800","REF-RJ-001090","FAC-RJ-0227","Department of Nephrology","Registrar","VISITING_CONSULTANT","CURRENT","2021-08-21","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001801","REF-RJ-001090","FAC-MP-0341","Department of Surgery","Senior Consultant","RESIDENT","ENDED","2014-04-08","2015-02-21","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001802","REF-AP-001091","FAC-GJ-0211","Department of Pediatrics","Associate Consultant","RESIDENT","CURRENT","2011-02-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001803","REF-AP-001091","FAC-DL-0121","Department of Obstetrics","Registrar","PART_TIME","CURRENT","2012-09-02","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001804","REF-TG-001092","FAC-HP-0475","Department of Endocrinology","Junior Resident","PART_TIME","CURRENT","2018-02-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001805","REF-TG-001092","FAC-RJ-0230","Department of Obstetrics","Head of Department","FULL_TIME","CURRENT","2016-07-05","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001806","REF-UP-001093","FAC-GJ-0207","Department of Neurosurgery","Senior Resident","FULL_TIME","CURRENT","2020-08-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001807","REF-WB-001094","FAC-CG-0481","Department of Cardiology","Associate Consultant","PART_TIME","CURRENT","2000-02-19","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001808","REF-WB-001094","FAC-UP-0264","Department of Anesthesiology","Medical Officer","CONSULTANT","CURRENT","2022-10-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001809","REF-TN-001095","FAC-KER-0008","Department of Anesthesiology","Associate Consultant","PART_TIME","CURRENT","2015-07-18","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001810","REF-TN-001095","FAC-BR-0385","Department of Emergency Medicine","Junior Resident","CONSULTANT","ENDED","2002-06-22","2008-09-15","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001811","REF-WB-001096","FAC-DL-0111","Department of Nephrology","Senior Consultant","CONSULTANT","CURRENT","2003-01-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001812","REF-WB-001096","FAC-MP-0345","Department of Gastroenterology","Senior Consultant","RESIDENT","CURRENT","2003-09-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001813","REF-TN-001097","FAC-TG-0145","Department of Psychiatry","Resident Physician","PART_TIME","CURRENT","2022-01-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001814","REF-TN-001097","FAC-AS-0436","Department of Radiology","Senior Consultant","CONSULTANT","ENDED","2012-10-17","2019-05-10","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001815","REF-TN-001097","FAC-RJ-0250","Department of Nephrology","Consultant","FULL_TIME","ENDED","2007-02-07","2010-11-18","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001816","REF-AP-001098","FAC-HR-0324","Department of Pulmonology","Registrar","VISITING_CONSULTANT","CURRENT","2009-01-23","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001817","REF-AP-001098","FAC-AS-0426","Department of Dermatology","Registrar","FULL_TIME","CURRENT","2006-05-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001818","REF-TG-001099","FAC-BR-0400","Department of Orthopedics","Head of Department","CONSULTANT","CURRENT","2022-09-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001819","REF-TG-001099","FAC-MH-0084","Department of Surgery","Head of Department","RESIDENT","CURRENT","2011-01-23","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001820","REF-TG-001099","FAC-KA-0052","Department of Gastroenterology","Junior Resident","VISITING_CONSULTANT","CURRENT","2002-10-29","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001821","REF-MN-001100","FAC-HR-0318","Department of Nephrology","Medical Officer","FULL_TIME","CURRENT","2004-12-26","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001822","REF-MH-001101","FAC-JH-0403","Department of Anesthesiology","Registrar","VISITING_CONSULTANT","ENDED","2007-02-13","2015-08-24","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001823","REF-MH-001101","FAC-RJ-0244","Department of Emergency Medicine","Medical Officer","FULL_TIME","CURRENT","2001-01-01","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001824","REF-WB-001102","FAC-TN-0041","Department of Radiology","Consultant","PART_TIME","CURRENT","2017-11-01","","PENDING","SYNTHETIC_REFERENCE"
"AFF-001825","REF-WB-001102","FAC-KER-0018","Department of Pulmonology","Resident Physician","PART_TIME","CURRENT","2004-01-12","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001826","REF-RJ-001103","FAC-AP-0152","Department of Dermatology","Head of Department","FULL_TIME","ENDED","2012-07-04","2017-07-27","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001827","REF-MH-001104","FAC-WB-0177","Department of ENT","Resident Physician","VISITING_CONSULTANT","CURRENT","2008-03-22","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001828","REF-MH-001104","FAC-AS-0441","Department of Ophthalmology","Senior Resident","PART_TIME","CURRENT","2018-08-13","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001829","REF-MH-001104","FAC-BR-0387","Department of Cardiology","Registrar","VISITING_CONSULTANT","CURRENT","2018-06-03","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001830","REF-TG-001105","FAC-KER-0013","Department of Pediatrics","Junior Resident","PART_TIME","CURRENT","2018-06-26","","VERIFIED","SYNTHETIC_REFERENCE"
"AFF-001831","REF-TG-001105","FAC-UP-0261","Department of Medicine","Senior Resident","CONSULTANT","CURRENT","2013-03-19","","VERIFIED","SYNTHETIC_REFERENCE"
